,composition,actual_hardness,predicted_hardness,y_lower,y_upper,y_std,y_std_calib,load
854,Y2Re0.5Cr0.5B6,21.37012987,26.410181,24.561737,28.327085,0.96054804,40.673634,1.96
855,Y2Re0.5Cr0.5B6,16.44588745,24.283148,23.56589,26.562311,0.7643933,32.367622,2.94
856,Y2Re0.5Cr0.5B6,14.93073593,22.22157,21.822168,24.999287,0.81048936,34.31952,4.9
857,Y2Re0.75Cr0.25B6,33.13961039,34.06888,31.953321,36.6134,1.1887954,42.57219,0.49
858,Y2Re0.75Cr0.25B6,30.21753247,29.8645,27.785942,32.280743,1.1466328,41.062294,0.98
859,Y2Re0.75Cr0.25B6,25.21212121,25.358416,23.675312,28.299292,1.1795866,42.242413,1.96
860,Y2Re0.75Cr0.25B6,23.83225108,22.325706,22.12491,25.545464,0.87259007,31.248497,2.94
861,Y2Re0.75Cr0.25B6,21.26190476,20.429384,20.348923,24.093393,0.9552221,34.20765,4.9
862,Y2Re0.95Cr0.05B6,38.28030303,36.35572,32.986176,38.599358,1.4319341,51.279278,0.49
863,Y2Re0.95Cr0.05B6,34.11363636,32.325706,28.904268,33.78382,1.2447839,44.5772,0.98
864,Y2Re0.95Cr0.05B6,29.40584416,27.187544,24.775328,28.616241,0.9798249,35.088703,1.96
865,Y2Re0.95Cr0.05B6,27.02489177,24.396103,23.274746,25.839973,0.65439475,23.43466,2.94
866,Y2Re0.95Cr0.05B6,24.26515152,22.433258,21.281137,24.199316,0.7444333,26.659048,4.9
867,Y2ReB6,35.69107373,36.940685,33.31613,37.889786,1.1667485,44.406303,0.49
868,Y2ReB6,32.46270848,32.87571,29.593477,33.13236,0.9027758,34.359535,0.98
869,Y2ReB6,25.48043013,27.647446,25.36955,27.858694,0.63498557,24.16747,1.96
870,Y2ReB6,25.10503882,25.23443,24.08362,25.557507,0.37599143,14.310187,2.94
871,Y2ReB6,23.1780301,23.14592,22.007713,23.779968,0.45210585,17.207092,4.9
872,Y3Al5O12,17.4,8.053115,7.764925,13.392113,1.435507,51.40723,4.9
873,Y5Si3,4.62,4.1939845,3.1725333,3.58144,0.104312934,4.4170475,1.96
874,Y5Si4,3.59,5.7156878,3.755427,5.93234,0.555335,21.13598,1.96
875,Yb0.2Zr0.8O1.92,16.0,12.607624,8.138123,13.604901,1.3945864,59.052643,1.0
876,Yb0.5Lu0.5Al3,5.16,5.104377,3.822935,6.564818,0.6994599,26.621357,0.98
877,YB12,40.83806381,40.922382,37.57091,42.286343,1.2029161,40.340668,0.49
878,YB12,34.64052092,34.80674,34.122597,36.335003,0.5643893,18.927206,0.98
879,YB12,31.85466404,32.28863,30.945309,33.73989,0.7129037,23.907743,1.96
880,YB12,29.61386613,30.272612,29.353933,31.742792,0.6094027,20.436764,2.94
881,YB12,28.26131243,28.65188,28.271343,30.06123,0.45660368,15.312537,4.9
882,YB20,41.6,41.06087,36.476463,41.518322,1.2861884,55.05096,0.49
883,YB20,34.4,34.858757,32.287903,35.712486,0.8736182,37.392284,0.98
884,YB20,32.7,32.40309,29.45265,32.91215,0.8825258,37.773544,1.96
885,YB20,30.5,30.009972,28.052656,31.210766,0.8056402,34.482716,2.98
886,YB20,28.5,28.50577,27.32195,29.627031,0.5880307,25.168673,4.9
887,YbAl3,6.06,4.0608044,3.0893285,4.3560104,0.32313314,13.830626,0.02
888,YbB6,21.57,29.700546,30.683773,33.295944,0.6663702,25.361967,0.49
889,YC2,5.0,5.8543534,5.6755276,13.696499,2.0461662,87.579254,1.72
890,YCrB4,37.51412255,32.854057,26.999285,32.37539,1.3714552,49.113457,0.49
891,YCrB4,33.13676406,28.821608,25.12727,30.24514,1.3055792,46.754356,0.98
892,YCrB4,27.60217286,25.414896,23.673124,28.41205,1.2089096,43.292503,1.96
893,YCrB4,26.29399676,23.4758,22.755499,26.410673,0.93244237,33.39188,2.94
894,YCrB4,24.23110368,21.422997,21.36775,25.166327,0.96902454,34.70193,4.9
895,YFe2,3.5,5.5315957,4.2755423,5.8883824,0.41143882,13.7979,0.5
896,YMn2Si2,5.6,7.0408564,5.8041053,8.162893,0.6017316,21.54873,0.49
897,YRe0.25Cr0.75B4,39.38330065,36.446995,31.08501,38.820004,1.9732125,84.45671,0.49
898,YRe0.25Cr0.75B4,32.99336355,31.896107,28.540352,34.88401,1.6182802,69.26503,0.98
899,YRe0.25Cr0.75B4,29.84870946,27.039299,25.557774,29.937021,1.117155,47.816055,1.96
900,YRe0.25Cr0.75B4,26.17575348,24.9322,24.63094,27.623524,0.7634143,32.67538,2.94
901,YRe0.25Cr0.75B4,24.01221004,22.855585,22.808905,25.754656,0.7514671,32.164017,4.9
902,YRe0.5Cr0.5B4,42.51036182,40.183636,33.207844,37.96094,1.2125249,46.14855,0.49
903,YRe0.5Cr0.5B4,37.15184983,34.51374,29.442257,33.33668,0.9934756,37.811558,0.98
904,YRe0.5Cr0.5B4,31.08895675,29.261877,25.633545,29.001318,0.85912573,32.69822,1.96
905,YRe0.5Cr0.5B4,27.69273033,26.473928,24.519697,26.824955,0.58807594,22.382097,2.94
906,YRe0.5Cr0.5B4,26.05753163,24.075403,22.316635,24.796488,0.63261545,24.077265,4.9
907,YRe0.75Cr0.25B4,37.93928835,35.831898,33.189747,38.34581,1.3153222,55.69626,0.49
908,YRe0.75Cr0.25B4,33.15941414,31.54205,29.485355,32.98106,0.89176136,37.760918,0.98
909,YRe0.75Cr0.25B4,28.05247447,26.170624,25.51035,27.778994,0.57873577,24.506102,1.96
910,YRe0.75Cr0.25B4,24.3040468,23.992727,24.357256,25.393726,0.26440573,11.196048,2.94
911,YRe0.75Cr0.25B4,21.41098647,21.570757,22.293732,23.385658,0.27855268,11.79509,4.9
912,YRe0.95Cr0.05B4,35.02711367,35.157574,32.764084,36.796402,1.0286525,44.028008,0.49
913,YRe0.95Cr0.05B4,31.1277426,30.850662,29.281736,32.384056,0.79140806,33.873558,0.98
914,YRe0.95Cr0.05B4,26.02082436,26.03428,25.036556,27.35556,0.59158266,25.320704,1.96
915,YRe0.95Cr0.05B4,23.58057279,23.72997,23.745882,25.44398,0.43318805,18.541155,2.94
916,YRe0.95Cr0.05B4,20.61201933,21.52272,21.703161,23.74813,0.5216759,22.328579,4.9
917,YReB4,34.27389669,36.36534,32.324574,38.65582,1.6151136,54.164013,0.49
918,YReB4,30.42486152,32.160828,29.075527,33.10479,1.027873,34.47047,0.98
919,YReB4,25.77077347,26.673302,25.071966,27.82783,0.7030263,23.576498,1.96
920,YReB4,22.60096215,24.21691,23.826067,25.873116,0.52220625,17.512568,2.94
921,YReB4,20.5632263,21.934944,21.58748,24.503553,0.7438961,24.947098,4.9
922,YRh3B,7.5,6.1510305,5.1253295,7.2731643,0.547917,23.201105,2.94
923,YRh3B0.5C0.5,5.52,8.320851,5.849313,8.655297,0.7158124,27.24373,2.94
924,YRh3C,4.4,2.718473,5.137153,9.978631,1.2350708,52.86305,2.94
925,YScReB6,41.30943917,38.2486,33.56962,39.429188,1.4947882,56.891453,0.49
926,YScReB6,35.7536478,33.800865,29.712915,34.295086,1.168921,44.488987,0.98
927,YScReB6,31.39910861,28.741112,25.72898,29.121933,0.86554945,32.942703,1.96
928,YScReB6,28.2708477,26.27097,24.496592,26.894121,0.6116147,23.277979,2.94
929,YScReB6,25.66813463,24.248129,22.525208,25.042723,0.64222324,24.442936,4.9
930,YSi,4.4,4.347507,4.0020885,4.846851,0.2155006,7.2269692,1.96
931,YSi1.67,7.04,4.854425,4.578479,6.4797554,0.48501953,17.369131,1.96
932,ZnSe,1.0,4.460364,4.6297483,9.132368,1.1486275,48.63771,0.49
933,ZnTe,0.98,1.6983883,0.25909868,2.8006427,0.64835304,23.2183,0.25
934,Zr0.04W0.96B4,48.86304808,53.1095,43.38354,53.35515,2.5437772,85.30742,0.49
935,Zr0.04W0.96B4,40.71027986,44.051914,38.516163,45.945705,1.8952914,63.55998,0.98
936,Zr0.04W0.96B4,36.38724424,38.403458,34.972027,40.475662,1.4039886,47.083782,1.96
937,Zr0.04W0.96B4,35.22670266,36.347935,33.223522,38.103527,1.2448992,41.7486,2.94
938,Zr0.04W0.96B4,33.36983612,33.85727,31.758923,36.188953,1.1301099,37.89906,4.9
939,Zr0.06W0.94B4,50.72109847,52.642857,42.479218,51.561092,2.3168046,82.96755,0.49
940,Zr0.06W0.94B4,41.20465747,43.816338,37.75254,44.370323,1.6882098,60.456818,0.98
941,Zr0.06W0.94B4,36.91063538,39.131935,34.19606,39.374622,1.3210617,47.308804,1.96
942,Zr0.06W0.94B4,35.75011201,36.886932,32.69334,36.90448,1.0742702,38.470905,2.94
943,Zr0.06W0.94B4,34.44450273,34.80737,31.377562,35.118683,0.95436764,34.177048,4.9
944,Zr0.08W0.92B4,56.11876427,47.226875,41.450462,49.297108,2.0016952,84.76017,0.49
945,Zr0.08W0.92B4,43.78804635,39.509415,36.38488,42.47743,1.5542215,65.81226,0.98
946,Zr0.08W0.92B4,40.94468304,35.47171,32.84895,37.43938,1.1710284,49.586254,1.96
947,Zr0.08W0.92B4,37.28899525,33.916477,31.528316,35.57664,1.0327358,43.73037,2.94
948,Zr0.08W0.92B4,36.15744899,31.867134,30.125515,33.753162,0.9254202,39.186176,4.9
949,Zr0.10Pt0.90,3.63,2.2473538,1.5921074,3.4047098,0.46239856,15.506872,9.8
950,Zr0.1W0.9B4,45.96519104,50.23955,42.479874,50.32404,2.0010626,76.160194,0.49
951,Zr0.1W0.9B4,38.50872956,41.53367,37.49215,43.481674,1.52794,58.153206,0.98
952,Zr0.1W0.9B4,35.4042626,37.718334,33.75106,38.32127,1.1658697,44.372856,1.96
953,Zr0.1W0.9B4,33.08317943,35.86853,32.355247,36.42749,1.0388374,39.538025,2.94
954,Zr0.1W0.9B4,31.83561544,34.212467,30.919367,34.6146,0.9426618,35.87759,4.9
955,Zr0.25Hf0.25Gd0.5B20,42.4,42.8213,38.548084,43.541264,1.2737702,54.519444,0.49
956,Zr0.25Hf0.25Gd0.5B20,36.5,35.108105,33.67276,36.542492,0.73207444,31.33398,0.98
957,Zr0.25Hf0.25Gd0.5B20,33.7,32.11508,30.344435,33.012936,0.68074,29.136784,1.96
958,Zr0.25Hf0.25Gd0.5B20,32.3,30.528399,28.899708,31.269619,0.6045692,25.876549,2.98
959,Zr0.25Hf0.25Gd0.5B20,30.2,28.925613,27.91558,29.589884,0.42711812,18.281353,4.9
960,Zr0.25Hf0.25Y0.5B20,41.9,43.612762,39.476288,43.898422,1.1280955,37.831505,0.49
961,Zr0.25Hf0.25Y0.5B20,33.8,36.123535,34.617603,37.190563,0.6563673,22.011755,0.98
962,Zr0.25Hf0.25Y0.5B20,30.4,33.19666,31.25474,33.90397,0.67582375,22.664242,1.96
963,Zr0.25Hf0.25Y0.5B20,29.9,31.166784,29.35628,31.453697,0.5350556,17.943478,2.98
964,Zr0.25Hf0.25Y0.5B20,29.2,29.626413,28.432753,30.304743,0.4775485,16.014936,4.9
965,Zr0.25Hf0.5Gd0.25B20,41.9,43.590813,39.23376,44.434914,1.3268247,56.183323,0.49
966,Zr0.25Hf0.5Gd0.25B20,33.9,36.63438,34.486023,38.146168,0.9337104,39.537216,0.98
967,Zr0.25Hf0.5Gd0.25B20,31.5,33.673775,31.146723,35.224636,1.040284,44.04999,1.96
968,Zr0.25Hf0.5Gd0.25B20,30.2,31.916866,29.798464,33.231644,0.87581116,37.085518,2.98
969,Zr0.25Hf0.5Gd0.25B20,28.1,30.500685,28.680952,32.0765,0.8662112,36.679016,4.9
970,Zr0.25Hf0.5Y0.25B20,44.2,43.020317,39.327557,44.20012,1.2430006,52.63386,0.49
971,Zr0.25Hf0.5Y0.25B20,35.5,36.124638,34.461227,37.598267,0.8002651,33.88658,0.98
972,Zr0.25Hf0.5Y0.25B20,33.0,33.246094,31.111403,34.645107,0.9014553,38.1714,1.96
973,Zr0.25Hf0.5Y0.25B20,31.9,31.462242,29.74914,32.611557,0.73020846,30.92009,2.98
974,Zr0.25Hf0.5Y0.25B20,29.3,30.04606,28.60009,31.456394,0.728649,30.854057,4.9
975,Zr0.25Y0.25Gd0.5B20,42.1,39.00939,37.326435,42.38325,1.2900041,49.097397,0.49
976,Zr0.25Y0.25Gd0.5B20,36.0,31.6691,32.45169,35.89964,0.87957865,33.476654,0.98
977,Zr0.25Y0.25Gd0.5B20,32.9,29.105192,29.055962,32.495296,0.8773813,33.393024,1.96
978,Zr0.25Y0.25Gd0.5B20,31.1,27.485334,27.441185,30.652586,0.8192349,31.17998,2.98
979,Zr0.25Y0.25Gd0.5B20,29.3,26.315786,26.847124,29.450579,0.66414654,25.277334,4.9
980,Zr0.25Y0.5Gd0.25B20,41.1,42.960865,37.872177,43.871815,1.5305197,65.50874,0.49
981,Zr0.25Y0.5Gd0.25B20,33.5,36.142487,33.027645,37.06149,1.0290418,44.044666,0.98
982,Zr0.25Y0.5Gd0.25B20,30.8,33.52738,29.731699,34.17939,1.1346151,48.563377,1.96
983,Zr0.25Y0.5Gd0.25B20,29.3,31.409369,28.289358,32.315117,1.0269792,43.956387,2.98
984,Zr0.25Y0.5Gd0.25B20,28.0,29.887573,27.36502,30.731895,0.8588966,36.762177,4.9
985,Zr0.2Nb2.8Ge,10.05,8.168737,7.8567033,11.026012,0.8084972,30.771303,0.49
986,Zr0.2Nb2.8Sn0.5Ge0.5,7.84,10.275844,7.265107,10.924239,0.933452,39.95327,0.98
987,Zr0.2W0.8B4,47.62477279,42.93781,39.798462,44.455215,1.1879473,42.541817,0.49
988,Zr0.2W0.8B4,39.41394107,36.88853,35.158627,38.2512,0.7889222,28.252249,0.98
989,Zr0.2W0.8B4,36.33848765,33.624504,31.78381,34.42157,0.672898,24.097284,1.96
990,Zr0.2W0.8B4,35.32303198,31.935894,30.327791,32.61454,0.5833543,20.890617,2.94
991,Zr0.2W0.8B4,33.95939562,29.920553,28.9523,30.741037,0.45631078,16.341036,4.9
992,Zr0.33W0.67,6.13,9.905719,7.187373,13.45428,1.5987006,53.61359,1.96
993,Zr0.5Gd0.5B12,42.0,42.517082,38.912376,44.36425,1.3907841,58.891636,0.49
994,Zr0.5Gd0.5B12,34.5,36.270214,34.245636,37.573853,0.84903485,35.9517,0.98
995,Zr0.5Gd0.5B12,33.0,33.386177,30.86694,34.526257,0.9334992,39.528275,1.96
996,Zr0.5Gd0.5B12,31.8,31.676537,29.586187,32.634834,0.77771604,32.93176,2.94
997,Zr0.5Gd0.5B12,29.2,29.993822,28.532593,30.950651,0.6168516,26.120087,4.9
998,Zr0.5Hf0.25Gd0.25B20,43.7,41.691956,38.85136,42.935738,1.041933,39.655838,0.49
999,Zr0.5Hf0.25Gd0.25B20,36.9,33.949112,33.883522,36.473103,0.6606073,25.142632,0.98
1000,Zr0.5Hf0.25Gd0.25B20,34.3,31.313309,30.40236,33.394897,0.76340216,29.05499,1.96
1001,Zr0.5Hf0.25Gd0.25B20,31.8,29.39925,28.730265,31.633526,0.7406278,28.188202,2.98
1002,Zr0.5Hf0.25Gd0.25B20,29.4,28.13269,28.015676,30.435904,0.6174048,23.49835,4.9
1003,Zr0.5Hf0.25Y0.25B20,42.0,43.46903,39.507206,44.38004,1.2430696,53.20541,0.49
1004,Zr0.5Hf0.25Y0.25B20,36.4,35.85918,34.507023,37.621265,0.7944496,34.003742,0.98
1005,Zr0.5Hf0.25Y0.25B20,31.6,33.3416,31.054012,34.168133,0.79441845,34.002407,1.96
1006,Zr0.5Hf0.25Y0.25B20,29.6,31.672577,29.572353,32.19602,0.6693022,28.647228,2.98
1007,Zr0.5Hf0.25Y0.25B20,29.5,30.039452,28.584248,30.483776,0.4845736,20.740541,4.9
1008,Zr0.5Ta0.5N,25.0,18.027983,14.368723,19.645594,1.3461405,48.206905,0.0015
1009,Zr0.5W0.5B4,46.42365232,43.021004,38.19535,44.43834,1.5925992,53.408974,0.49
1010,Zr0.5W0.5B4,38.85111847,37.22251,33.88558,38.167747,1.0923901,36.634098,0.98
1011,Zr0.5W0.5B4,36.06581866,34.01805,30.53947,34.34306,0.97030324,32.539825,1.96
1012,Zr0.5W0.5B4,34.15092505,32.333492,28.891455,32.983383,1.0438592,35.00658,2.94
1013,Zr0.5W0.5B4,33.48363185,30.89534,27.390913,31.601994,1.0742552,36.025932,4.9
1014,Zr0.5Y0.25Gd0.25B20,46.9,42.05554,38.50022,42.611214,1.0487225,37.55601,0.49
1015,Zr0.5Y0.25Gd0.25B20,35.1,35.425014,33.642483,36.490772,0.72660446,26.020576,0.98
1016,Zr0.5Y0.25Gd0.25B20,32.2,32.528427,30.541866,33.18946,0.67540675,24.187126,1.96
1017,Zr0.5Y0.25Gd0.25B20,30.6,30.614742,28.88236,31.30563,0.61818093,22.1378,2.98
1018,Zr0.5Y0.25Gd0.25B20,28.7,29.197853,28.284678,30.163713,0.4793459,17.16595,4.9
1019,Zr0.75Gd0.25B12,41.0,42.346638,39.17392,44.271687,1.3004507,55.06654,0.49
1020,Zr0.75Gd0.25B12,34.4,35.956635,34.347878,37.37083,0.7711615,32.654213,0.98
1021,Zr0.75Gd0.25B12,32.9,33.130035,31.005377,34.378674,0.86053485,36.438656,1.96
1022,Zr0.75Gd0.25B12,31.3,31.427753,29.73213,32.500515,0.7062206,29.904345,2.94
1023,Zr0.75Gd0.25B12,29.5,29.726776,28.608507,30.808628,0.56125534,23.765905,4.9
1024,Zr0.8Mo2Ge0.2,8.947,9.356347,7.45402,12.325587,1.2427467,52.62311,0.98
1025,Zr0.95Gd0.05B12,39.3,42.33672,38.925186,42.588642,0.93455505,35.56905,0.49
1026,Zr0.95Gd0.05B12,35.0,35.747215,34.078926,36.119316,0.52050763,19.810455,0.98
1027,Zr0.95Gd0.05B12,33.0,32.974155,30.63171,33.0218,0.6097171,23.205755,1.96
1028,Zr0.95Gd0.05B12,31.1,31.55409,29.399195,31.708567,0.5891255,22.422043,2.94
1029,Zr0.95Gd0.05B12,29.2,29.505709,28.312763,30.063662,0.44665775,16.999739,4.9
1030,Zr0.95Os0.05,2.97,1.4089477,2.1178756,3.9465618,0.4665016,17.754993,49.0
1031,Zr0.9Mo2Al0.1,7.681,9.6496,6.8222876,10.897053,1.0394809,44.49148,0.98
1032,Zr0.9Nb2.1Sn,7.35,8.3811035,6.166861,8.713464,0.64964354,21.78627,0.98
1033,Zr2Rh,4.31,6.2517643,5.339543,7.3002234,0.50017357,17.911816,0.98
1034,Zr3Ge,5.9,5.520445,5.2749696,7.496409,0.5666937,23.996191,0.98
1035,Zr5Ge3,11.7,7.573184,5.797382,7.921936,0.54197806,22.949625,0.98
1036,Zr5Ge4,10.33,8.567249,5.8425317,6.973554,0.28852612,10.981268,0.98
1037,ZrB12,40.4,41.435925,37.67491,42.76277,1.2979234,54.959526,0.49
1038,ZrB12,35.2,35.04521,33.81696,36.564457,0.7008922,29.678717,0.98
1039,ZrB12,33.2,32.41351,30.889856,33.731327,0.72486496,30.693825,1.96
1040,ZrB12,31.0,30.76775,29.704159,31.881344,0.55540437,23.518152,2.94
1041,ZrB12,28.8,28.97081,28.575089,30.234032,0.42319977,17.920053,4.9
1042,ZrB2,22.08,31.84774,29.64315,32.59639,0.7533774,25.265059,0.29
1043,ZrB20,41.3,42.3701,38.312393,45.34186,1.7932317,68.250175,0.49
1044,ZrB20,34.9,35.49354,34.026966,39.42166,1.3761977,52.377914,0.98
1045,ZrB20,33.6,32.989902,30.877176,36.33975,1.3935133,53.036945,1.96
1046,ZrB20,31.3,31.192965,29.312592,34.116814,1.2255669,46.64492,2.98
1047,ZrB20,29.6,29.950613,28.599821,32.917377,1.1014174,41.91981,4.9
1048,ZrC,22.0,12.649699,9.723511,18.909283,2.3433092,83.91671,0.49
1049,ZrGe,7.4,7.3517118,5.843626,6.3920193,0.13989623,5.9237933,0.98
1050,ZrGe2,5.7,5.437432,5.151268,6.913884,0.44964698,17.113508,0.98
1051,ZrMn2,7.86,6.1508536,4.3764944,5.066319,0.17597565,7.532045,0.98
1052,ZrMo2,10.74,6.5234003,5.62139,10.184847,1.1641471,39.040524,0.98
1053,ZrMoAl,6.523,7.2589064,4.8876257,9.870398,1.2711153,45.520164,0.98
1054,ZrN,17.4,15.257511,12.9211645,14.550672,0.41569057,17.602083,0.49
1055,ZrO2,13.0,11.98135,9.513629,15.229903,1.4582332,55.500175,0.98
1056,ZrRh3,6.37,9.100773,5.7163887,7.381188,0.42469367,18.177582,0.98
1057,ZrV2,3.6,7.366672,4.1466784,9.844097,1.4534231,52.048824,0.98
1058,ZrW2,11.1,8.354039,7.0815716,13.451345,1.6249423,61.8451,0.98
1059,OsB2,34.8,30.109003,25.881542,35.730404,2.5124648,89.97437,0.25
1060,OsB2,27.0,30.008211,25.930489,35.787395,2.514517,90.047874,0.49
1061,OsB2,17.8,21.557829,19.66706,26.33361,1.7006505,60.902332,1.96
